13.020668,80.22427
13.11083,80.26087
13.094067,80.273587
13.098669,80.215774
12.985322,80.223064
13.067068,80.207779
13.125934,80.286887
13.007737,80.22529
13.060429,80.278406
13.047168,80.249103
13.086801,80.285882
13.072557,80.258072
13.000132,80.255865
13.067853,80.251622
13.131869,80.25854
13.085169,80.187351
13.060673,80.278445
12.948692,80.240877
13.098981,80.230269
13.077867,80.218453
13.115335,80.223571
13.034898,80.209654
13.070565,80.275052
13.061603,80.263893
13.051992,80.21924
13.077175,80.242515
13.022883,80.276197
13.034899,80.229481
13.029442,80.237528
12.92302,80.154915
12.845603,80.061915
12.997492,80.097677
12.615018,79.760659
12.794392,79.817221
13.004615,80.202773
12.877589,79.614176
12.809957,79.686388
12.833595,79.709855
12.834368,79.70976
12.891923,80.021643
12.926172,80.118104
12.903152,79.81691
12.676893,79.979482
12.446249,80.00643
12.802211,80.025733
12.789932,80.220446
12.677661,79.980298
12.509232,79.89012
12.900857,80.231701
12.904726,80.104183
12.957002,79.944256
12.442922,80.107515
12.833467,79.702332
12.606604,80.058647
12.834021,79.703053
12.945503,80.134294
12.434905,79.832717
12.973237,80.15228
12.617849,80.180872
12.718989,79.754219
12.677661,79.980298
12.808312,79.762636
12.351933,80.002639
12.915364,80.192513
12.875354,80.210862
13.123456,80.123456
12.845475,80.226272
12.761316,80.001803
12.959404,79.67106
12.547648,79.90617
12.951176,80.249403
13.332584,80.197446
13.127687,79.911139
13.074702,80.020273
13.172893,79.502022
13.187743,80.183995
13.042721,80.081489
13.177375,79.614342
13.109814,80.182683
13.033565,79.853364
13.311719,80.043098
13.363807,80.138499
13.036972,80.169948
13.163235,80.202121
13.416322,80.313849
13.049183,80.107246
13.282414,79.48433
13.14473,79.896709
13.12788,79.910833
13.20328,80.173041
13.416003,80.129895
13.144101,80.21962
13.203878,79.756185
13.125187,80.029698
13.174058,79.619851
13.10629,80.152779
13.277104,80.261004
13.098665,79.860955
13.333012,79.898227
13.213746,80.320031
13.117327,80.098025
13.128157,79.911021
13.062914,80.166322
